Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,FREE_TAFE
BA,William Angliss Institute,Melbourne,Bachelor of Tourism and Hospitality Management,Tourism and Hotel Management,64220,44200,AUD,Course,4,Years,Yes,Yes,ATAR,55,,,,,https://www.angliss.edu.au/courses/tourism/tourism/bachelor-of-tourism-and-hospitality-management/,English,A,"COURSE DESCRIPTION
Management knowledge, technical skills and valuable insights into an increasingly complex and dynamic area are the hallmarks of our Bachelor of Tourism and Hospitality Management degree.
You will be prepared with highly developed capabilities and analytical skills that can be applied to a range of careers across the tourism and hospitality industries.
This four-year degree is designed to create tourism and hospitality industry leaders and provides the management knowledge, technical skills and insights you need as an industry professional in an increasingly complex world.
A 12-month paid work placement in the third year of study gives you invaluable industry experience, while the fourth year consolidates theory and practice to help produce the restaurant owners, business entrepreneurs, tourism specialists, hotel food and beverage managers, event coordinators and industry leaders of tomorrow.
The course thoroughly explores the links between food and beverage, hospitality and tourism, while a flexible approach gives you the opportunity to focus on either tourism (an operational or destination focus) or hospitality (an operational management or food and beverage focus).","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Restaurant manager
Food & beverage manager
Business entrepreneur
Tourism officer
Inventory and supply officer
Procurement manager
Sommelier
Food and wine development officer (local government, tourism bodies)
Sustainability coordinator (local government, tourism bodies)
Kitchen & cellar door supervisor",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
DIP,William Angliss Institute,Melbourne,Diploma of Hospitality Management,Tourism and Hotel Management,36100,13018,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.angliss.edu.au/courses/hospitality/hospitality-management/diploma-of-hospitality-management/,English,A,"COURSE DESCRIPTION
For dedicated students with aspirations for a rewarding hospitality career, the diploma course in hospitality management offers valuable learning combined with practical experience and skills.
The course will give you a broad understanding of hospitality and allow you to explore theoretical concepts so you stand out for your expertise. You'll learn concepts and skills as broad as business operations, human resources, legal knowledge and service quality, preparing you to enter a management position.
 ",,Australia,No,Yes,No,Yes,No,"Entry Requirements

Pre-Training Review
The Pre-Training Review is not a test – it is simply a government requirement and must be completed before we can offer you a place.
 
This allows us to understand why you would like to study your course and what your careers goals are. We can also ensure that you enrol in the course that is the best fit for you.

After you submit your application, we will send you a link to complete the Pre-Training Review!",Normal,No
ADIP,William Angliss Institute,Melbourne,Advanced Diploma of Hospitality Management,Tourism and Hotel Management,44300,19578,AUD,Course,18,Months,Yes,Yes,,,,,,,https://www.angliss.edu.au/courses/hospitality/hospitality-management/advanced-diploma-of-hospitality-management/,English,A,"COURSE DESCRIPTION
This advanced diploma course offers exceptional learning experienced for students dedicated to a successful career in hospitality management. Setting you up for management roles across a range of venues and companies, you'll uncover the unique skill set required for delivering exceptional hospitality.
The course will give you a broad understanding of hospitality and allow you to explore theoretical concepts to support your hospitality expertise. You'll develop key skills in business planning, asset management, finance, human resources and marketing to open a wide variety of employment opportunities.",,Australia,No,Yes,No,Yes,No,"Entry Requirements

Prerequisites
To apply for this course, you must have completed the Diploma of Hospitality Management which includes Stage 1 and Stage 2 of the Advanced Diploma. If you would like more information, please speak to us.


Pre-Training Review


The Pre-Training Review is a government requirement and must be completed before offering a place.
The Pre-Training Review includes an informal interview and literacy and numeracy assessment. This helps determine if this course is the most suitable for you and your career goals.  The review also provides an opportunity for teachers to meet you and identify any support needs you may have when you start your studies.",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Tourism and Hospitality Management,Tourism and Hotel Management,64220,44200,AUD,Course,4,Years,Yes,Yes,ATAR,55,,,,,https://www.angliss.edu.au/courses/tourism/tourism/bachelor-of-tourism-and-hospitality-management/,English,A,"COURSE DESCRIPTION
Management knowledge, technical skills and valuable insights into an increasingly complex and dynamic area are the hallmarks of our Bachelor of Tourism and Hospitality Management degree.
You will be prepared with highly developed capabilities and analytical skills that can be applied to a range of careers across the tourism and hospitality industries.
This four-year degree is designed to create tourism and hospitality industry leaders and provides the management knowledge, technical skills and insights you need as an industry professional in an increasingly complex world.
A 12-month paid work placement in the third year of study gives you invaluable industry experience, while the fourth year consolidates theory and practice to help produce the restaurant owners, business entrepreneurs, tourism specialists, hotel food and beverage managers, event coordinators and industry leaders of tomorrow.
The course thoroughly explores the links between food and beverage, hospitality and tourism, while a flexible approach gives you the opportunity to focus on either tourism (an operational or destination focus) or hospitality (an operational management or food and beverage focus).","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Restaurant manager
Food & beverage manager
Business entrepreneur
Tourism officer
Inventory and supply officer
Procurement manager
Sommelier
Food and wine development officer (local government, tourism bodies)
Sustainability coordinator (local government, tourism bodies)
Kitchen & cellar door supervisor",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management,Tourism and Hotel Management,59280,40800,AUD,Course,3,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management/,English,A,"COURSE DESCRIPTION
Combining a comprehensive suite of specialist subjects supported by core management skills, our three-year degree gives you the skills for senior positions and leadership in the international resort and hotel industry.
Foundational knowledge includes the industry's structure, language and key organisations, while highly transferable management skills include human resources, finance, marketing and leadership. Keeping pace with the industry's rapid rate of change, we examine changing business models and management practices, the internal and external factors shaping the face of the industry, and disruptive activities and opportunities.
The industry's evolution is addressed through various contexts, including historic and cultural, while we look to the future with the challenges and opportunities of the digital age.
Industry professionals share their knowledge in the classroom but learning goes well beyond campus. Our extensive industry connections facilitate field trips and site inspections to hotels and resorts in Melbourne and regional Victoria, giving you opportunities to experience front and back-of-house operations.
Our graduates emerge as forward thinkers with an appetite for success in a global environment. They have the ability to analyse, innovate and challenge the status quo, and can expect to move to senior management positions with relevant industry experience.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Resort or hotel duty manager
Food and beverage manager
Revenue manager
Rooms’ division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management,Tourism and Hotel Management,59280,40800,AUD,Course,3,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management/,English,A,"COURSE DESCRIPTION
Combining a comprehensive suite of specialist subjects supported by core management skills, our three-year degree gives you the skills for senior positions and leadership in the international resort and hotel industry.
Foundational knowledge includes the industry's structure, language and key organisations, while highly transferable management skills include human resources, finance, marketing and leadership. Keeping pace with the industry's rapid rate of change, we examine changing business models and management practices, the internal and external factors shaping the face of the industry, and disruptive activities and opportunities.
The industry's evolution is addressed through various contexts, including historic and cultural, while we look to the future with the challenges and opportunities of the digital age.
Industry professionals share their knowledge in the classroom but learning goes well beyond campus. Our extensive industry connections facilitate field trips and site inspections to hotels and resorts in Melbourne and regional Victoria, giving you opportunities to experience front and back-of-house operations.
Our graduates emerge as forward thinkers with an appetite for success in a global environment. They have the ability to analyse, innovate and challenge the status quo, and can expect to move to senior management positions with relevant industry experience.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Resort or hotel duty manager
Food and beverage manager
Revenue manager
Rooms’ division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management (Professional Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management-Professional-Practice/,English,A,"COURSE DESCRIPTION
As a four-year Bachelor qualification, you undertake the comprehensive subjects within the Bachelor of Resort and Hotel Management then, in a fourth year, you are supported to find full time paid placement in an Australian or international work environment.
You can deepen your knowledge and skills in a preferred area of specialisation such as human resources, finance, marketing, food and beverage management or front office by adding a Professional Practice fourth year to the Bachelor of Resort and Hotel Management three years of study.
Under the guidance of our staff and industry leaders, you will develop your professional identity and apply your knowledge in a real-world context.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Revenue manager
Business Development manager
Human resources officer
Food and beverage manager
Rooms’ division manager
General manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management (Professional Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management-Professional-Practice/,English,A,"COURSE DESCRIPTION
As a four-year Bachelor qualification, you undertake the comprehensive subjects within the Bachelor of Resort and Hotel Management then, in a fourth year, you are supported to find full time paid placement in an Australian or international work environment.
You can deepen your knowledge and skills in a preferred area of specialisation such as human resources, finance, marketing, food and beverage management or front office by adding a Professional Practice fourth year to the Bachelor of Resort and Hotel Management three years of study.
Under the guidance of our staff and industry leaders, you will develop your professional identity and apply your knowledge in a real-world context.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Revenue manager
Business Development manager
Human resources officer
Food and beverage manager
Rooms’ division manager
General manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management (International Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/bachelor-of-resort-and-hotel-management-international-practice/,English,A,"COURSE DESCRIPTION
Expand your global perspective, knowledge and experience in this exciting, truly international four-year Bachelor degree.
Building on the comprehensive three-year Bachelor of Resort and Hotel Management, a fourth year of study equips you for a career in a highly competitive field. 
The study of specialised economics and hotel data analytics will give you highly sought-after skills, while a tailored international study tour forms the basis of an in-depth research project and the first step in a management career.
Thanks to our strong network of global contacts, you will also undertake a six-month work placement in an international location or complete six months study at one of our international partner institutes in Spain, Italy or England, giving you the edge in contrasting the industry in different global settings.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Cluster revenue manager
Hotel Data Scientist
Director of hotel operations
Resort manager
Food and beverage manager
Rooms' division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information


Essential requirements for admission


Applicants should be aware that this course includes international travel for study and work and students must be able to undertake this travel.",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management (International Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/bachelor-of-resort-and-hotel-management-international-practice/,English,A,"COURSE DESCRIPTION
Expand your global perspective, knowledge and experience in this exciting, truly international four-year Bachelor degree.
Building on the comprehensive three-year Bachelor of Resort and Hotel Management, a fourth year of study equips you for a career in a highly competitive field. 
The study of specialised economics and hotel data analytics will give you highly sought-after skills, while a tailored international study tour forms the basis of an in-depth research project and the first step in a management career.
Thanks to our strong network of global contacts, you will also undertake a six-month work placement in an international location or complete six months study at one of our international partner institutes in Spain, Italy or England, giving you the edge in contrasting the industry in different global settings.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Cluster revenue manager
Hotel Data Scientist
Director of hotel operations
Resort manager
Food and beverage manager
Rooms' division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information


Essential requirements for admission


Applicants should be aware that this course includes international travel for study and work and students must be able to undertake this travel.",Normal,No
DIP,William Angliss Institute,Melbourne,Diploma of Hospitality Management - Angliss International Hotel School,Tourism and Hotel Management,36100,19578,AUD,Course,1,Year,Yes,No,,,,,,,https://www.angliss.edu.au/courses/hotel-management/AIHS/Diploma-of-Hospitality-Management-AIHS/,English,A,"COURSE DESCRIPTION
Combine your diploma of hospitality studies with the unparalleled learning and work experience of the Angliss International Hotel School. This customised study pathway gives students the opportunity to take their service delivery skills to a new and luxurious level.
Designed to expose students to a five-star standard accommodation environment, Hotel School's exceptional facilities will help you refine your skills—from the reception desk to the dining area and back of house management.
Expand your learning experience with masterclasses, an international hotel study tour and nine-week industry placement programs.",,Australia,No,Yes,No,Yes,No,"Entry Requirements

Pre-Training Review
The Pre-Training Review is not a test – it is simply a government requirement and must be completed before we can offer you a place.
 
This allows us to understand why you would like to study your course and what your careers goals are. We can also ensure that you enrol in the course that is the best fit for you.

After you submit your application, we will send you a link to complete the Pre-Training Review!",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management (Professional Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management-Professional-Practice/,English,A,"COURSE DESCRIPTION
As a four-year Bachelor qualification, you undertake the comprehensive subjects within the Bachelor of Resort and Hotel Management then, in a fourth year, you are supported to find full time paid placement in an Australian or international work environment.
You can deepen your knowledge and skills in a preferred area of specialisation such as human resources, finance, marketing, food and beverage management or front office by adding a Professional Practice fourth year to the Bachelor of Resort and Hotel Management three years of study.
Under the guidance of our staff and industry leaders, you will develop your professional identity and apply your knowledge in a real-world context.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Revenue manager
Business Development manager
Human resources officer
Food and beverage manager
Rooms’ division manager
General manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management (Professional Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management-Professional-Practice/,English,A,"COURSE DESCRIPTION
As a four-year Bachelor qualification, you undertake the comprehensive subjects within the Bachelor of Resort and Hotel Management then, in a fourth year, you are supported to find full time paid placement in an Australian or international work environment.
You can deepen your knowledge and skills in a preferred area of specialisation such as human resources, finance, marketing, food and beverage management or front office by adding a Professional Practice fourth year to the Bachelor of Resort and Hotel Management three years of study.
Under the guidance of our staff and industry leaders, you will develop your professional identity and apply your knowledge in a real-world context.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Revenue manager
Business Development manager
Human resources officer
Food and beverage manager
Rooms’ division manager
General manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management,Tourism and Hotel Management,59280,40800,AUD,Course,3,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management/,English,A,"COURSE DESCRIPTION
Combining a comprehensive suite of specialist subjects supported by core management skills, our three-year degree gives you the skills for senior positions and leadership in the international resort and hotel industry.
Foundational knowledge includes the industry's structure, language and key organisations, while highly transferable management skills include human resources, finance, marketing and leadership. Keeping pace with the industry's rapid rate of change, we examine changing business models and management practices, the internal and external factors shaping the face of the industry, and disruptive activities and opportunities.
The industry's evolution is addressed through various contexts, including historic and cultural, while we look to the future with the challenges and opportunities of the digital age.
Industry professionals share their knowledge in the classroom but learning goes well beyond campus. Our extensive industry connections facilitate field trips and site inspections to hotels and resorts in Melbourne and regional Victoria, giving you opportunities to experience front and back-of-house operations.
Our graduates emerge as forward thinkers with an appetite for success in a global environment. They have the ability to analyse, innovate and challenge the status quo, and can expect to move to senior management positions with relevant industry experience.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Resort or hotel duty manager
Food and beverage manager
Revenue manager
Rooms’ division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management,Tourism and Hotel Management,59280,40800,AUD,Course,3,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management/,English,A,"COURSE DESCRIPTION
Combining a comprehensive suite of specialist subjects supported by core management skills, our three-year degree gives you the skills for senior positions and leadership in the international resort and hotel industry.
Foundational knowledge includes the industry's structure, language and key organisations, while highly transferable management skills include human resources, finance, marketing and leadership. Keeping pace with the industry's rapid rate of change, we examine changing business models and management practices, the internal and external factors shaping the face of the industry, and disruptive activities and opportunities.
The industry's evolution is addressed through various contexts, including historic and cultural, while we look to the future with the challenges and opportunities of the digital age.
Industry professionals share their knowledge in the classroom but learning goes well beyond campus. Our extensive industry connections facilitate field trips and site inspections to hotels and resorts in Melbourne and regional Victoria, giving you opportunities to experience front and back-of-house operations.
Our graduates emerge as forward thinkers with an appetite for success in a global environment. They have the ability to analyse, innovate and challenge the status quo, and can expect to move to senior management positions with relevant industry experience.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Resort or hotel duty manager
Food and beverage manager
Revenue manager
Rooms’ division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information",Normal,No
BA,William Angliss Institute,Sydney,Bachelor of Resort and Hotel Management (International Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/bachelor-of-resort-and-hotel-management-international-practice/,English,A,"COURSE DESCRIPTION
Expand your global perspective, knowledge and experience in this exciting, truly international four-year Bachelor degree.
Building on the comprehensive three-year Bachelor of Resort and Hotel Management, a fourth year of study equips you for a career in a highly competitive field. 
The study of specialised economics and hotel data analytics will give you highly sought-after skills, while a tailored international study tour forms the basis of an in-depth research project and the first step in a management career.
Thanks to our strong network of global contacts, you will also undertake a six-month work placement in an international location or complete six months study at one of our international partner institutes in Spain, Italy or England, giving you the edge in contrasting the industry in different global settings.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Cluster revenue manager
Hotel Data Scientist
Director of hotel operations
Resort manager
Food and beverage manager
Rooms' division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information


Essential requirements for admission


Applicants should be aware that this course includes international travel for study and work and students must be able to undertake this travel.",Normal,No
BA,William Angliss Institute,Melbourne,Bachelor of Resort and Hotel Management (International Practice),Tourism and Hotel Management,,,AUD,Course,4,Years,Yes,Yes,ATAR,50,,,,,https://www.angliss.edu.au/courses/hotel-management/resort-management/bachelor-of-resort-and-hotel-management-international-practice/,English,A,"COURSE DESCRIPTION
Expand your global perspective, knowledge and experience in this exciting, truly international four-year Bachelor degree.
Building on the comprehensive three-year Bachelor of Resort and Hotel Management, a fourth year of study equips you for a career in a highly competitive field. 
The study of specialised economics and hotel data analytics will give you highly sought-after skills, while a tailored international study tour forms the basis of an in-depth research project and the first step in a management career.
Thanks to our strong network of global contacts, you will also undertake a six-month work placement in an international location or complete six months study at one of our international partner institutes in Spain, Italy or England, giving you the edge in contrasting the industry in different global settings.","Career Outcomes
With the relevant work experience graduate employment opportunities include but are not limited to:

Cluster revenue manager
Hotel Data Scientist
Director of hotel operations
Resort manager
Food and beverage manager
Rooms' division manager
General Manager",Australia,No,Yes,No,Yes,No,"Entry requirements

Admissions Transparency
Eligibility for entry can be demonstrated by ATAR score, previous study, work experience and other factors.Click here for further information


Essential requirements for admission


Applicants should be aware that this course includes international travel for study and work and students must be able to undertake this travel.",Normal,No
PG,William Angliss Institute,Melbourne,Master of Philosophy (Major Thesis) and Master of Philosophy (Praxis and Exegesis),Humanities and Social Science,,20000,AUD,Course,2,Years,Yes,Yes,,,,,,,https://www.angliss.edu.au/courses/other/Master-of-Philosophy/,English,A,"COURSE DESCRIPTION
William Angliss Institute is the only TAFE in Australia to offer a research-based Master of Philosophy and the only non-university to offer a Master of Philosophy by Praxis and Exegesis. As a specialist institution focused on, and with close and proactive links to, the increasingly economically important foods, tourism, hospitality and events industries, we are ideally placed to offer these internationally recognised higher degrees by research programs with their compelling mix of academic rigour and practical real world experience
The Master of Philosophy (Praxis and Exegesis), with its emphasis on a research-based creative project, lends itself particularly well to higher studies in foods, tourism, hospitality and events. Projects will encompass real world applications, for example, developing new approaches to guest services to improve productivity, or looking at the economic and community benefits of food festivals.",,Australia,No,Yes,No,Yes,No,"Entry requirements


ACADEMIC:

a three-year Bachelor degree with average grades of at least High Distinction for the final year (equivalent to above 80 percent on the Angliss grading scale);
a four-year Bachelor degree or an honours degree with average grades of at least High Distinction for the final year (equivalent to above 80 percent on Angliss grading scale);
a Master by Coursework degree with average grades of at least Distinction for the final year (equivalent to above 70 percent on the Angliss grading scale); or

OTHER (NON-ACADEMIC):

professional experience in your chosen field through which you have developed applied knowledge and skills and which satisfies us that you have the potential to successfully complete the Master of Philosophy; and
any other condition relating to prerequisite study that we may impose, which usually requires you to prepare a portfolio covering your:

Professional awards and memberships;
Professional currency – evidence of engagement with the profession, involvement with professional associations;
Professional qualifications and accreditations;
Teaching and scholarship - details of your teaching experience and scholarly practice relative to your discipline and/or area of professional practice; and
Research and/or reflective practice contributions, including but not limited to: website contributions, conference presentations, workshop presentations, contributions to trade magazines and the media.



Potential students should undertake to find a suitable supervisor, prior to application. Please see our Academic Staff Profiles page to view detailed profiles for our research active staff.",Normal,No
